EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5131673,TOMPKINS (ZONE), ,01/25/2000,500,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090837,Z,25,BGM,0,0,TRAINED SPOTTER, , , , , , , , ,01/26/2000,800, , , , ,"","A major winter storm impacted central New York from Tuesday the 25th of January until early Wednesday the 26th. Low pressure rapidly developed and tracked up the mid-Atlantic coast on Tuesday, reaching just off the tip of Long Island by evening. The storm then moved along the New England coast into the Canadian Maritimes on Wednesday. Heavy snow spread into the western Catskills early Tuesday morning and across the rest of central New York by midday Tuesday. The snow continued heavy at times into the evening hours, before tapering off to snow showers Tuesday night and early Wednesday. Gusty north winds led to considerable blowing and drifting of the snow over the entire area. Total snowfall ranged from 10 to 15 inches over the western Catskills to 5 to 12 inches across the Susquehanna region, western Mohawk Valley and a portion of the Finger Lakes region and central southern tier. Only 3 to 6 inches of snow was reported in Yates, Seneca, Steuben and northern Oneida counties. The storm was blamed for two highway deaths.",149
5128448,WESTERN ULSTER (ZONE), ,01/25/2000,900,Winter Storm, , ,0,0,20000,0,NY,EST, ,1090137,Z,63,ALY,0,0,TRAINED SPOTTER, , , , , , , , ,01/26/2000,200, , , , ,"","	Low pressure developed across the southeastern US on Monday January 24. This storm consolidated along the coast of Georgia, then began to rapidly deepen early on January 25 . The storm turned north, hugging the coastline as it moved just to the east of Cape Cod by early January 26. The storm brought a large swath of heavy snow, generally in the 6 to 12 inch range across most of eastern New York. A bit of sleet mixed in with the snow from the Mohawk Valley southward, but snow was the primary precipitation type. Specific snowfall amounts included 12.5 inches at Herkimer, Herkimer county, 12 inches at Tribes Hill, Montgomery county, 10.6 inches at Albany, and  17 inches at East Jewitt, Greene County. There was some blowing and drifting snow associated with the storm, but not enough to classify it as a blizzard. The snow forced the closure of many schools and businesses throughout the area. There were numerous delays at the Albany International Airport.",150
5128444,WESTERN DUTCHESS (ZONE), ,01/25/2000,900,Winter Storm, , ,0,0,60000,0,NY,EST, ,1090137,Z,65,ALY,0,0,TRAINED SPOTTER, , , , , , , , ,01/26/2000,100, , , , ,"","	Low pressure developed across the southeastern US on Monday January 24. This storm consolidated along the coast of Georgia, then began to rapidly deepen early on January 25 . The storm turned north, hugging the coastline as it moved just to the east of Cape Cod by early January 26. The storm brought a large swath of heavy snow, generally in the 6 to 12 inch range across most of eastern New York. A bit of sleet mixed in with the snow from the Mohawk Valley southward, but snow was the primary precipitation type. Specific snowfall amounts included 12.5 inches at Herkimer, Herkimer county, 12 inches at Tribes Hill, Montgomery county, 10.6 inches at Albany, and  17 inches at East Jewitt, Greene County. There was some blowing and drifting snow associated with the storm, but not enough to classify it as a blizzard. The snow forced the closure of many schools and businesses throughout the area. There were numerous delays at the Albany International Airport.",151
5127924,EASTERN DUTCHESS (ZONE), ,01/25/2000,900,Winter Storm, , ,0,0,65000,0,NY,EST, ,1090137,Z,66,ALY,0,0,TRAINED SPOTTER, , , , , , , , ,01/26/2000,100, , , , ,"","	Low pressure developed across the southeastern US on Monday January 24. This storm consolidated along the coast of Georgia, then began to rapidly deepen early on January 25 . The storm turned north, hugging the coastline as it moved just to the east of Cape Cod by early January 26. The storm brought a large swath of heavy snow, generally in the 6 to 12 inch range across most of eastern New York. A bit of sleet mixed in with the snow from the Mohawk Valley southward, but snow was the primary precipitation type. Specific snowfall amounts included 12.5 inches at Herkimer, Herkimer county, 12 inches at Tribes Hill, Montgomery county, 10.6 inches at Albany, and  17 inches at East Jewitt, Greene County. There was some blowing and drifting snow associated with the storm, but not enough to classify it as a blizzard. The snow forced the closure of many schools and businesses throughout the area. There were numerous delays at the Albany International Airport.",152
5127544,NEW YORK (MANHATTAN) (ZONE), ,01/25/2000,945,Winter Storm, , ,0,0,0,0,NY,EST, ,2414730,Z,72,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,01/25/2000,945, , , , ,"","
A strong low pressure system (Nor'easter) moved north to northeast, passing just east of Montauk Point before Midnight on January 25th.

Snow developed between 4 and 5 am along the immediate coast and spread rapidly north during the morning rush hour.  Snowfall rates up to 2 inches per hour occurred during the peak of the morning rush hour.  White-out conditions caused massive traffic interruptions.  Snowfall during the morning commute ranged from less than 2 inches at Montauk Point to around 6 inches across parts of Manhattan and Brooklyn.  As warm air in the lower levels wrapped around this storm, snow changed to freezing rain and sleet.  From mid-morning through late afternoon, light freezing rain fell along the coast with a mixture of freezing rain and sleet inland, except for just snow across Western Orange County.  As the low approached Long Island, bands of moderate to heavy precipitation rotated northwest around the low.  Around 1/4-inch thick ice coated trees, which caused limbs to snap off from Eastern Nassau County east across all of Suffolk County.  Bands of heavy snow fell across the Lower Hudson Valley, New York City, and Western Nassau County during the evening.

Here are selected snowfall amounts from this storm for:

Manhattan:  from 5.5 inches at Central Park to 6 inches at Columbia University.

Bronx:  around 6 inches county-wide.

Staten Island:  around 6 inches at Richmond.

Brooklyn:  from 5.6 inches at Graves End to 6 inches at Bayridge.

Queens:  from 6 inches at LaGuardia Airport to 6.4 inches at JFK Airport.

Orange County:  from 8 inches at Gardinerville to 12 inches at both Port Jervis and Chester.

Putnam County:  from 7 inches at Croton Falls to 8 inches at both Carmel and Brewster.

Rockland County:  6 inches was measured at Pomona.

Westchester County:  from 5.5 inches at Yorktown Heights to 8 inches at White Plains.

Nassau County:  from 5.3 inches at Valley Stream to 6.8 inches at Merrick.

Suffolk County:  from 3 inches at Islip Airport and Rocky Point to 7 inches at Huntington and Centerport (plus 1/4-inch thick ice).

This low was preceded by strong northeast winds that gusted from 40 to 45 mph.  In addition, minor tidal flooding occurred across Broad Channel in Queens and in Long Beach and Freeport in Nassau Counties around the times of high tides from 11 am to noon.",153
5128443,WESTERN COLUMBIA (ZONE), ,01/25/2000,1000,Winter Storm, , ,0,0,20000,0,NY,EST, ,1090137,Z,60,ALY,0,0,TRAINED SPOTTER, , , , , , , , ,01/26/2000,200, , , , ,"","	Low pressure developed across the southeastern US on Monday January 24. This storm consolidated along the coast of Georgia, then began to rapidly deepen early on January 25 . The storm turned north, hugging the coastline as it moved just to the east of Cape Cod by early January 26. The storm brought a large swath of heavy snow, generally in the 6 to 12 inch range across most of eastern New York. A bit of sleet mixed in with the snow from the Mohawk Valley southward, but snow was the primary precipitation type. Specific snowfall amounts included 12.5 inches at Herkimer, Herkimer county, 12 inches at Tribes Hill, Montgomery county, 10.6 inches at Albany, and  17 inches at East Jewitt, Greene County. There was some blowing and drifting snow associated with the storm, but not enough to classify it as a blizzard. The snow forced the closure of many schools and businesses throughout the area. There were numerous delays at the Albany International Airport.",154
5128445,WESTERN GREENE (ZONE), ,01/25/2000,1000,Winter Storm, , ,0,0,13000,0,NY,EST, ,1090137,Z,58,ALY,0,0,TRAINED SPOTTER, , , , , , , , ,01/26/2000,200, , , , ,"","	Low pressure developed across the southeastern US on Monday January 24. This storm consolidated along the coast of Georgia, then began to rapidly deepen early on January 25 . The storm turned north, hugging the coastline as it moved just to the east of Cape Cod by early January 26. The storm brought a large swath of heavy snow, generally in the 6 to 12 inch range across most of eastern New York. A bit of sleet mixed in with the snow from the Mohawk Valley southward, but snow was the primary precipitation type. Specific snowfall amounts included 12.5 inches at Herkimer, Herkimer county, 12 inches at Tribes Hill, Montgomery county, 10.6 inches at Albany, and  17 inches at East Jewitt, Greene County. There was some blowing and drifting snow associated with the storm, but not enough to classify it as a blizzard. The snow forced the closure of many schools and businesses throughout the area. There were numerous delays at the Albany International Airport.",155
5131237,NORTHERN ST. LAWRENCE (ZONE), ,01/25/2000,1000,Winter Storm, , ,0,0,15000,0,NY,EST, ,1090862,Z,26,BTV,0,0,TRAINED SPOTTER, , , , , , , , ,01/26/2000,1400, , , , ,"","A storm system off the North Carolina coast Tuesday morning, January 25th, moved northeast through the state of Maine during Wednesday, January 26th. Snow spread across the area late Tuesday morning and early afternoon. While there were lull periods in the snow, it continued into Wednesday and was heavy at times. A few accidents were reported across the area. Generally, between 7 and 13 inches of snow fell. A few specific snowfall amounts included: Crown Point (Essex county) 13 inches, Ellenburg Depot (Clinton county) 9 inches, Malone (Franklin county) 9 inches, and in St Lawrence county Massena had 8 inches while Star Lake had 10 inches.",156
5131238,SOUTHERN ST. LAWRENCE (ZONE), ,01/25/2000,1000,Winter Storm, , ,0,0,15000,0,NY,EST, ,1090862,Z,29,BTV,0,0,TRAINED SPOTTER, , , , , , , , ,01/26/2000,1400, , , , ,"","A storm system off the North Carolina coast Tuesday morning, January 25th, moved northeast through the state of Maine during Wednesday, January 26th. Snow spread across the area late Tuesday morning and early afternoon. While there were lull periods in the snow, it continued into Wednesday and was heavy at times. A few accidents were reported across the area. Generally, between 7 and 13 inches of snow fell. A few specific snowfall amounts included: Crown Point (Essex county) 13 inches, Ellenburg Depot (Clinton county) 9 inches, Malone (Franklin county) 9 inches, and in St Lawrence county Massena had 8 inches while Star Lake had 10 inches.",157
5131262,NORTHERN FRANKLIN (ZONE), ,01/25/2000,1000,Winter Storm, , ,0,0,15000,0,NY,EST, ,1090862,Z,27,BTV,0,0,TRAINED SPOTTER, , , , , , , , ,01/26/2000,1400, , , , ,"","A storm system off the North Carolina coast Tuesday morning, January 25th, moved northeast through the state of Maine during Wednesday, January 26th. Snow spread across the area late Tuesday morning and early afternoon. While there were lull periods in the snow, it continued into Wednesday and was heavy at times. A few accidents were reported across the area. Generally, between 7 and 13 inches of snow fell. A few specific snowfall amounts included: Crown Point (Essex county) 13 inches, Ellenburg Depot (Clinton county) 9 inches, Malone (Franklin county) 9 inches, and in St Lawrence county Massena had 8 inches while Star Lake had 10 inches.",158
5131265,EASTERN ESSEX (ZONE), ,01/25/2000,1000,Winter Storm, , ,0,0,15000,0,NY,EST, ,1090862,Z,35,BTV,0,0,TRAINED SPOTTER, , , , , , , , ,01/26/2000,1400, , , , ,"","A storm system off the North Carolina coast Tuesday morning, January 25th, moved northeast through the state of Maine during Wednesday, January 26th. Snow spread across the area late Tuesday morning and early afternoon. While there were lull periods in the snow, it continued into Wednesday and was heavy at times. A few accidents were reported across the area. Generally, between 7 and 13 inches of snow fell. A few specific snowfall amounts included: Crown Point (Essex county) 13 inches, Ellenburg Depot (Clinton county) 9 inches, Malone (Franklin county) 9 inches, and in St Lawrence county Massena had 8 inches while Star Lake had 10 inches.",159
5131263,SOUTHERN FRANKLIN (ZONE), ,01/25/2000,1000,Winter Storm, , ,0,0,15000,0,NY,EST, ,1090862,Z,30,BTV,0,0,TRAINED SPOTTER, , , , , , , , ,01/26/2000,1400, , , , ,"","A storm system off the North Carolina coast Tuesday morning, January 25th, moved northeast through the state of Maine during Wednesday, January 26th. Snow spread across the area late Tuesday morning and early afternoon. While there were lull periods in the snow, it continued into Wednesday and was heavy at times. A few accidents were reported across the area. Generally, between 7 and 13 inches of snow fell. A few specific snowfall amounts included: Crown Point (Essex county) 13 inches, Ellenburg Depot (Clinton county) 9 inches, Malone (Franklin county) 9 inches, and in St Lawrence county Massena had 8 inches while Star Lake had 10 inches.",160
5131264,WESTERN ESSEX (ZONE), ,01/25/2000,1000,Winter Storm, , ,0,0,15000,0,NY,EST, ,1090862,Z,34,BTV,0,0,TRAINED SPOTTER, , , , , , , , ,01/26/2000,1400, , , , ,"","A storm system off the North Carolina coast Tuesday morning, January 25th, moved northeast through the state of Maine during Wednesday, January 26th. Snow spread across the area late Tuesday morning and early afternoon. While there were lull periods in the snow, it continued into Wednesday and was heavy at times. A few accidents were reported across the area. Generally, between 7 and 13 inches of snow fell. A few specific snowfall amounts included: Crown Point (Essex county) 13 inches, Ellenburg Depot (Clinton county) 9 inches, Malone (Franklin county) 9 inches, and in St Lawrence county Massena had 8 inches while Star Lake had 10 inches.",161
5131266,NORTHEAST CLINTON (ZONE), ,01/25/2000,1000,Winter Storm, , ,0,0,15000,0,NY,EST, ,1090862,Z,28,BTV,0,0,TRAINED SPOTTER, , , , , , , , ,01/25/2000,1400, , , , ,"","A storm system off the North Carolina coast Tuesday morning, January 25th, moved northeast through the state of Maine during Wednesday, January 26th. Snow spread across the area late Tuesday morning and early afternoon. While there were lull periods in the snow, it continued into Wednesday and was heavy at times. A few accidents were reported across the area. Generally, between 7 and 13 inches of snow fell. A few specific snowfall amounts included: Crown Point (Essex county) 13 inches, Ellenburg Depot (Clinton county) 9 inches, Malone (Franklin county) 9 inches, and in St Lawrence county Massena had 8 inches while Star Lake had 10 inches.",162
5131267,SOUTHWEST CLINTON (ZONE), ,01/25/2000,1000,Winter Storm, , ,0,0,15000,0,NY,EST, ,1090862,Z,31,BTV,0,0,TRAINED SPOTTER, , , , , , , , ,01/26/2000,1400, , , , ,"","A storm system off the North Carolina coast Tuesday morning, January 25th, moved northeast through the state of Maine during Wednesday, January 26th. Snow spread across the area late Tuesday morning and early afternoon. While there were lull periods in the snow, it continued into Wednesday and was heavy at times. A few accidents were reported across the area. Generally, between 7 and 13 inches of snow fell. A few specific snowfall amounts included: Crown Point (Essex county) 13 inches, Ellenburg Depot (Clinton county) 9 inches, Malone (Franklin county) 9 inches, and in St Lawrence county Massena had 8 inches while Star Lake had 10 inches.",163
5127928,EASTERN ULSTER (ZONE), ,01/25/2000,1000,Winter Storm, , ,0,0,25000,0,NY,EST, ,1090137,Z,64,ALY,0,0,TRAINED SPOTTER, , , , , , , , ,01/26/2000,200, , , , ,"","	Low pressure developed across the southeastern US on Monday January 24. This storm consolidated along the coast of Georgia, then began to rapidly deepen early on January 25 . The storm turned north, hugging the coastline as it moved just to the east of Cape Cod by early January 26. The storm brought a large swath of heavy snow, generally in the 6 to 12 inch range across most of eastern New York. A bit of sleet mixed in with the snow from the Mohawk Valley southward, but snow was the primary precipitation type. Specific snowfall amounts included 12.5 inches at Herkimer, Herkimer county, 12 inches at Tribes Hill, Montgomery county, 10.6 inches at Albany, and  17 inches at East Jewitt, Greene County. There was some blowing and drifting snow associated with the storm, but not enough to classify it as a blizzard. The snow forced the closure of many schools and businesses throughout the area. There were numerous delays at the Albany International Airport.",164
5127925,EASTERN GREENE (ZONE), ,01/25/2000,1000,Winter Storm, , ,0,0,22000,0,NY,EST, ,1090137,Z,59,ALY,0,0,TRAINED SPOTTER, , , , , , , , ,01/26/2000,200, , , , ,"","	Low pressure developed across the southeastern US on Monday January 24. This storm consolidated along the coast of Georgia, then began to rapidly deepen early on January 25 . The storm turned north, hugging the coastline as it moved just to the east of Cape Cod by early January 26. The storm brought a large swath of heavy snow, generally in the 6 to 12 inch range across most of eastern New York. A bit of sleet mixed in with the snow from the Mohawk Valley southward, but snow was the primary precipitation type. Specific snowfall amounts included 12.5 inches at Herkimer, Herkimer county, 12 inches at Tribes Hill, Montgomery county, 10.6 inches at Albany, and  17 inches at East Jewitt, Greene County. There was some blowing and drifting snow associated with the storm, but not enough to classify it as a blizzard. The snow forced the closure of many schools and businesses throughout the area. There were numerous delays at the Albany International Airport.",165
5127546,ORANGE (ZONE), ,01/25/2000,1000,Heavy Snow, , ,0,0,0,0,NY,EST, ,2414730,Z,67,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,01/25/2000,1000, , , , ,"","
A strong low pressure system (Nor'easter) moved north to northeast, passing just east of Montauk Point before Midnight on January 25th.

Snow developed between 4 and 5 am along the immediate coast and spread rapidly north during the morning rush hour.  Snowfall rates up to 2 inches per hour occurred during the peak of the morning rush hour.  White-out conditions caused massive traffic interruptions.  Snowfall during the morning commute ranged from less than 2 inches at Montauk Point to around 6 inches across parts of Manhattan and Brooklyn.  As warm air in the lower levels wrapped around this storm, snow changed to freezing rain and sleet.  From mid-morning through late afternoon, light freezing rain fell along the coast with a mixture of freezing rain and sleet inland, except for just snow across Western Orange County.  As the low approached Long Island, bands of moderate to heavy precipitation rotated northwest around the low.  Around 1/4-inch thick ice coated trees, which caused limbs to snap off from Eastern Nassau County east across all of Suffolk County.  Bands of heavy snow fell across the Lower Hudson Valley, New York City, and Western Nassau County during the evening.

Here are selected snowfall amounts from this storm for:

Manhattan:  from 5.5 inches at Central Park to 6 inches at Columbia University.

Bronx:  around 6 inches county-wide.

Staten Island:  around 6 inches at Richmond.

Brooklyn:  from 5.6 inches at Graves End to 6 inches at Bayridge.

Queens:  from 6 inches at LaGuardia Airport to 6.4 inches at JFK Airport.

Orange County:  from 8 inches at Gardinerville to 12 inches at both Port Jervis and Chester.

Putnam County:  from 7 inches at Croton Falls to 8 inches at both Carmel and Brewster.

Rockland County:  6 inches was measured at Pomona.

Westchester County:  from 5.5 inches at Yorktown Heights to 8 inches at White Plains.

Nassau County:  from 5.3 inches at Valley Stream to 6.8 inches at Merrick.

Suffolk County:  from 3 inches at Islip Airport and Rocky Point to 7 inches at Huntington and Centerport (plus 1/4-inch thick ice).

This low was preceded by strong northeast winds that gusted from 40 to 45 mph.  In addition, minor tidal flooding occurred across Broad Channel in Queens and in Long Beach and Freeport in Nassau Counties around the times of high tides from 11 am to noon.",166
5127545,KINGS (BROOKLYN) (ZONE), ,01/25/2000,1000,Winter Storm, , ,0,0,0,0,NY,EST, ,2414730,Z,75,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,01/25/2000,1000, , , , ,"","
A strong low pressure system (Nor'easter) moved north to northeast, passing just east of Montauk Point before Midnight on January 25th.

Snow developed between 4 and 5 am along the immediate coast and spread rapidly north during the morning rush hour.  Snowfall rates up to 2 inches per hour occurred during the peak of the morning rush hour.  White-out conditions caused massive traffic interruptions.  Snowfall during the morning commute ranged from less than 2 inches at Montauk Point to around 6 inches across parts of Manhattan and Brooklyn.  As warm air in the lower levels wrapped around this storm, snow changed to freezing rain and sleet.  From mid-morning through late afternoon, light freezing rain fell along the coast with a mixture of freezing rain and sleet inland, except for just snow across Western Orange County.  As the low approached Long Island, bands of moderate to heavy precipitation rotated northwest around the low.  Around 1/4-inch thick ice coated trees, which caused limbs to snap off from Eastern Nassau County east across all of Suffolk County.  Bands of heavy snow fell across the Lower Hudson Valley, New York City, and Western Nassau County during the evening.

Here are selected snowfall amounts from this storm for:

Manhattan:  from 5.5 inches at Central Park to 6 inches at Columbia University.

Bronx:  around 6 inches county-wide.

Staten Island:  around 6 inches at Richmond.

Brooklyn:  from 5.6 inches at Graves End to 6 inches at Bayridge.

Queens:  from 6 inches at LaGuardia Airport to 6.4 inches at JFK Airport.

Orange County:  from 8 inches at Gardinerville to 12 inches at both Port Jervis and Chester.

Putnam County:  from 7 inches at Croton Falls to 8 inches at both Carmel and Brewster.

Rockland County:  6 inches was measured at Pomona.

Westchester County:  from 5.5 inches at Yorktown Heights to 8 inches at White Plains.

Nassau County:  from 5.3 inches at Valley Stream to 6.8 inches at Merrick.

Suffolk County:  from 3 inches at Islip Airport and Rocky Point to 7 inches at Huntington and Centerport (plus 1/4-inch thick ice).

This low was preceded by strong northeast winds that gusted from 40 to 45 mph.  In addition, minor tidal flooding occurred across Broad Channel in Queens and in Long Beach and Freeport in Nassau Counties around the times of high tides from 11 am to noon.",167
5128449,EASTERN ALBANY (ZONE), ,01/25/2000,1100,Winter Storm, , ,0,0,50000,0,NY,EST, ,1090137,Z,52,ALY,0,0,OFFICIAL NWS OBS., , , , , , , , ,01/26/2000,300, , , , ,"","	Low pressure developed across the southeastern US on Monday January 24. This storm consolidated along the coast of Georgia, then began to rapidly deepen early on January 25 . The storm turned north, hugging the coastline as it moved just to the east of Cape Cod by early January 26. The storm brought a large swath of heavy snow, generally in the 6 to 12 inch range across most of eastern New York. A bit of sleet mixed in with the snow from the Mohawk Valley southward, but snow was the primary precipitation type. Specific snowfall amounts included 12.5 inches at Herkimer, Herkimer county, 12 inches at Tribes Hill, Montgomery county, 10.6 inches at Albany, and  17 inches at East Jewitt, Greene County. There was some blowing and drifting snow associated with the storm, but not enough to classify it as a blizzard. The snow forced the closure of many schools and businesses throughout the area. There were numerous delays at the Albany International Airport.",168
5127926,EASTERN RENSSELAER (ZONE), ,01/25/2000,1100,Winter Storm, , ,0,0,40000,0,NY,EST, ,1090137,Z,54,ALY,0,0,TRAINED SPOTTER, , , , , , , , ,01/26/2000,300, , , , ,"","	Low pressure developed across the southeastern US on Monday January 24. This storm consolidated along the coast of Georgia, then began to rapidly deepen early on January 25 . The storm turned north, hugging the coastline as it moved just to the east of Cape Cod by early January 26. The storm brought a large swath of heavy snow, generally in the 6 to 12 inch range across most of eastern New York. A bit of sleet mixed in with the snow from the Mohawk Valley southward, but snow was the primary precipitation type. Specific snowfall amounts included 12.5 inches at Herkimer, Herkimer county, 12 inches at Tribes Hill, Montgomery county, 10.6 inches at Albany, and  17 inches at East Jewitt, Greene County. There was some blowing and drifting snow associated with the storm, but not enough to classify it as a blizzard. The snow forced the closure of many schools and businesses throughout the area. There were numerous delays at the Albany International Airport.",169
5127934,SCHOHARIE (ZONE), ,01/25/2000,1100,Winter Storm, , ,0,0,11000,0,NY,EST, ,1090137,Z,47,ALY,0,0,TRAINED SPOTTER, , , , , , , , ,01/26/2000,400, , , , ,"","	Low pressure developed across the southeastern US on Monday January 24. This storm consolidated along the coast of Georgia, then began to rapidly deepen early on January 25 . The storm turned north, hugging the coastline as it moved just to the east of Cape Cod by early January 26. The storm brought a large swath of heavy snow, generally in the 6 to 12 inch range across most of eastern New York. A bit of sleet mixed in with the snow from the Mohawk Valley southward, but snow was the primary precipitation type. Specific snowfall amounts included 12.5 inches at Herkimer, Herkimer county, 12 inches at Tribes Hill, Montgomery county, 10.6 inches at Albany, and  17 inches at East Jewitt, Greene County. There was some blowing and drifting snow associated with the storm, but not enough to classify it as a blizzard. The snow forced the closure of many schools and businesses throughout the area. There were numerous delays at the Albany International Airport.",170
5127927,EASTERN SCHENECTADY (ZONE), ,01/25/2000,1100,Winter Storm, , ,0,0,35000,0,NY,EST, ,1090137,Z,49,ALY,0,0,TRAINED SPOTTER, , , , , , , , ,01/26/2000,300, , , , ,"","	Low pressure developed across the southeastern US on Monday January 24. This storm consolidated along the coast of Georgia, then began to rapidly deepen early on January 25 . The storm turned north, hugging the coastline as it moved just to the east of Cape Cod by early January 26. The storm brought a large swath of heavy snow, generally in the 6 to 12 inch range across most of eastern New York. A bit of sleet mixed in with the snow from the Mohawk Valley southward, but snow was the primary precipitation type. Specific snowfall amounts included 12.5 inches at Herkimer, Herkimer county, 12 inches at Tribes Hill, Montgomery county, 10.6 inches at Albany, and  17 inches at East Jewitt, Greene County. There was some blowing and drifting snow associated with the storm, but not enough to classify it as a blizzard. The snow forced the closure of many schools and businesses throughout the area. There were numerous delays at the Albany International Airport.",171
5127923,EASTERN COLUMBIA (ZONE), ,01/25/2000,1100,Winter Storm, , ,0,0,50000,0,NY,EST, ,1090137,Z,61,ALY,0,0,OFFICIAL NWS OBS., , , , , , , , ,01/26/2000,300, , , , ,"","	Low pressure developed across the southeastern US on Monday January 24. This storm consolidated along the coast of Georgia, then began to rapidly deepen early on January 25 . The storm turned north, hugging the coastline as it moved just to the east of Cape Cod by early January 26. The storm brought a large swath of heavy snow, generally in the 6 to 12 inch range across most of eastern New York. A bit of sleet mixed in with the snow from the Mohawk Valley southward, but snow was the primary precipitation type. Specific snowfall amounts included 12.5 inches at Herkimer, Herkimer county, 12 inches at Tribes Hill, Montgomery county, 10.6 inches at Albany, and  17 inches at East Jewitt, Greene County. There was some blowing and drifting snow associated with the storm, but not enough to classify it as a blizzard. The snow forced the closure of many schools and businesses throughout the area. There were numerous delays at the Albany International Airport.",172
5127547,PUTNAM (ZONE), ,01/25/2000,1100,Winter Storm, , ,0,0,0,0,NY,EST, ,2414730,Z,68,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,01/25/2000,1100, , , , ,"","
A strong low pressure system (Nor'easter) moved north to northeast, passing just east of Montauk Point before Midnight on January 25th.

Snow developed between 4 and 5 am along the immediate coast and spread rapidly north during the morning rush hour.  Snowfall rates up to 2 inches per hour occurred during the peak of the morning rush hour.  White-out conditions caused massive traffic interruptions.  Snowfall during the morning commute ranged from less than 2 inches at Montauk Point to around 6 inches across parts of Manhattan and Brooklyn.  As warm air in the lower levels wrapped around this storm, snow changed to freezing rain and sleet.  From mid-morning through late afternoon, light freezing rain fell along the coast with a mixture of freezing rain and sleet inland, except for just snow across Western Orange County.  As the low approached Long Island, bands of moderate to heavy precipitation rotated northwest around the low.  Around 1/4-inch thick ice coated trees, which caused limbs to snap off from Eastern Nassau County east across all of Suffolk County.  Bands of heavy snow fell across the Lower Hudson Valley, New York City, and Western Nassau County during the evening.

Here are selected snowfall amounts from this storm for:

Manhattan:  from 5.5 inches at Central Park to 6 inches at Columbia University.

Bronx:  around 6 inches county-wide.

Staten Island:  around 6 inches at Richmond.

Brooklyn:  from 5.6 inches at Graves End to 6 inches at Bayridge.

Queens:  from 6 inches at LaGuardia Airport to 6.4 inches at JFK Airport.

Orange County:  from 8 inches at Gardinerville to 12 inches at both Port Jervis and Chester.

Putnam County:  from 7 inches at Croton Falls to 8 inches at both Carmel and Brewster.

Rockland County:  6 inches was measured at Pomona.

Westchester County:  from 5.5 inches at Yorktown Heights to 8 inches at White Plains.

Nassau County:  from 5.3 inches at Valley Stream to 6.8 inches at Merrick.

Suffolk County:  from 3 inches at Islip Airport and Rocky Point to 7 inches at Huntington and Centerport (plus 1/4-inch thick ice).

This low was preceded by strong northeast winds that gusted from 40 to 45 mph.  In addition, minor tidal flooding occurred across Broad Channel in Queens and in Long Beach and Freeport in Nassau Counties around the times of high tides from 11 am to noon.",173
